,distance,variance of wind direction,flexible farm base power,flexible farm opt power,flexible_percent_gain,fixed farm base power,fixed farm opt power,fixed_percent_gain,total farm base power,total farm opt power,total_percent_gainoverlap_flag,optimal position,total_percent_gain,overlap_flag
1,2000.0,0.0,148160.21439816206,148160.04895986774,-0.0001116617541324551,105148.90270065048,105780.17619080575,0.6003614625941033,253309.11709881257,253940.22515067353,,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 1.386837766667638e-13, 217.9540656939748, 444.6503728475163, 671.3262510144588, 886.5113452167918, 1104.0437832397379, 1309.6383373306878, 1533.4492702619739, 1767.5090090650945, 1999.9995055345912], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2032.8108087592088, 2000.0053239396095, 2000.0000001604224, 2000.0, 2000.000000010078, 2000.000500778646, 2000.0, 2000.0, 2007.3438179619943, 2032.8712157744287]]]",0.24914541532856868,False
2,2500.0,0.0,148160.21439816206,117803.19878469333,-20.489316741867047,115240.89621703085,124739.832709147,8.242678427480286,263401.1106151929,242543.03149384033,,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 5.567045901271815e-13, 0.0001960865777721131, 2.145715199551076e-11, 18.496638681231133, 290.1685253000649, 593.3951736135128, 966.2140284570482, 1284.5138650402505, 1660.5560813014515, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4499.999999999915, 4014.5119542268267, 2500.000000000009, 3473.9433476735617, 2500.0000000000036, 2500.000000000003, 2500.0, 2500.0, 2500.0000000000045, 2500.0000000000077]]]",-7.918751395025247,True
3,3000.0,0.0,148160.21439816206,122269.4340437674,-17.474853461548342,121754.04344264185,131744.5855910089,8.205511591960859,269914.25784080394,254014.0196347763,,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 1.7198291525087455e-09, 1999.8888820153306, 1094.5838879159605, 1999.9999999978984, 1468.7834814446426, 2.940897444305044e-09, 841.9130741293646, 408.5489868381364, 1281.6484096519978, 1999.9998808354223], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3903.5607286748545, 3000.0000000053433, 4996.416277595092, 4989.437905473532, 3000.0000000004225, 3000.000387461801, 3000.0000000004447, 4346.876508675229, 4268.084931250937, 4296.803951999227]]]",-5.890847831908764,True
4,3500.0,0.0,148160.21439816206,148160.21439816206,0.0,126536.00749452329,126549.55117560146,0.010703420588605692,274696.22189268534,274709.7655737635,,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 2.175664087494506e-13, 221.8962701975944, 443.2606870723128, 664.8239777106338, 888.2609004218956, 1110.2997769834367, 1332.2565723976193, 1554.002483189216, 1777.7195456109002, 1999.9909207818582], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3500.031425790285, 3500.0955961213385, 3500.000020875021, 3500.000030817261, 3500.000077633647, 3500.000000000009, 3500.0, 3500.0003067748403, 3500.007596835838, 3500.028490853399]]]",0.004930421315905125,True
