,i,distance,angle,mean of wind direction,variance of wind direction,flexible farm base power,flexible farm opt power,flexible_percent_gain,fixed farm base power,fixed farm opt power,fixed_percent_gain,total farm base power,total farm opt power,total_percent_gain,overlap_flag,optimal position
30,30,2600,90,0,75,136700.3464,136910.256,0.153554598,117282.1355,117322.0419,0.034025931,253982.4819,254232.2979,0.098359542,FALSE,"[[2600.0, 2822.222222222222, 3044.4444444444443, 3266.666666666667, 3488.8888888888887, 3711.1111111111113, 3933.3333333333335, 4155.555555555556, 4377.777777777777, 4600.0, 2600.0, 2600.0, 2600.0, 2600.0000000012164, 3309.588975512151, 3975.012641298231, 4599.999999999998, 4599.9999999954425, 4599.999999999991, 3754.8442429544175], [3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 5200.0, 6460.759849992431, 5783.136262306114, 7199.9999999747415, 7199.999999974984, 7199.999999981617, 7199.999999999403, 5200.0000000003765, 6216.270179416679, 5200.000000010537]]"
31,31,2600,90,0,75,136700.3464,136910.256,0.153554598,117282.1355,117322.0419,0.034025931,253982.4819,254232.2979,0.098359542,FALSE,"[[2600.0, 2822.222222222222, 3044.4444444444443, 3266.666666666667, 3488.8888888888887, 3711.1111111111113, 3933.3333333333335, 4155.555555555556, 4377.777777777777, 4600.0, 2600.0, 2600.0, 2600.0, 2600.0000000012164, 3309.588975512151, 3975.012641298231, 4599.999999999998, 4599.9999999954425, 4599.999999999991, 3754.8442429544175], [3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 5200.0, 6460.759849992431, 5783.136262306114, 7199.9999999747415, 7199.999999974984, 7199.999999981617, 7199.999999999403, 5200.0000000003765, 6216.270179416679, 5200.000000010537]]"
32,32,2600,90,0,75,136700.3464,136910.256,0.153554598,117282.1355,117322.0419,0.034025931,253982.4819,254232.2979,0.098359542,FALSE,"[[2600.0, 2822.222222222222, 3044.4444444444443, 3266.666666666667, 3488.8888888888887, 3711.1111111111113, 3933.3333333333335, 4155.555555555556, 4377.777777777777, 4600.0, 2600.0, 2600.0, 2600.0, 2600.0000000012164, 3309.588975512151, 3975.012641298231, 4599.999999999998, 4599.9999999954425, 4599.999999999991, 3754.8442429544175], [3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 5200.0, 6460.759849992431, 5783.136262306114, 7199.9999999747415, 7199.999999974984, 7199.999999981617, 7199.999999999403, 5200.0000000003765, 6216.270179416679, 5200.000000010537]]"
33,33,3000,90,0,75,136905.4628,136964.0751,0.042812207,119098.2202,119030.2475,-0.057072793,256003.683,255994.3226,-0.003656366,FALSE,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 3000.0, 3000.0000000119303, 3000.0, 3468.0875491887978, 3980.059171103908, 4500.631327508572, 5000.0, 5000.0, 5000.0, 4003.5420405400514], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 6000.0, 6881.404069283539, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 6000.0, 6895.439486401543, 6000.0]]"
34,34,3000,90,0,75,136905.4628,136964.0751,0.042812207,119098.2202,119030.2475,-0.057072793,256003.683,255994.3226,-0.003656366,FALSE,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 3000.0, 3000.0000000119303, 3000.0, 3468.0875491887978, 3980.059171103908, 4500.631327508572, 5000.0, 5000.0, 5000.0, 4003.5420405400514], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 6000.0, 6881.404069283539, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 6000.0, 6895.439486401543, 6000.0]]"
35,35,3000,90,0,75,136905.4628,136964.0751,0.042812207,119098.2202,119030.2475,-0.057072793,256003.683,255994.3226,-0.003656366,FALSE,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 3000.0, 3000.0000000119303, 3000.0, 3468.0875491887978, 3980.059171103908, 4500.631327508572, 5000.0, 5000.0, 5000.0, 4003.5420405400514], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 6000.0, 6881.404069283539, 8000.0, 8000.0, 8000.0, 8000.0, 8000.0, 6000.0, 6895.439486401543, 6000.0]]"
36,36,2600,90,0,90,136438.7058,136452.7919,0.010324115,116822.7272,116802.6949,-0.017147601,253261.433,253255.4868,-0.002347853,FALSE,"[[2600.0, 2822.222222222222, 3044.4444444444443, 3266.666666666667, 3488.8888888888887, 3711.1111111111113, 3933.3333333333335, 4155.555555555556, 4377.777777777777, 4600.0, 2600.0, 2600.0, 2600.0, 3262.352104307712, 3925.1145937902447, 4600.0, 4600.0, 4600.0, 4600.0, 3588.3130759459805], [3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 5200.0, 6191.412886847893, 7200.0, 7200.0, 7200.0, 7200.0, 5200.0, 5834.164126393798, 6510.967486650774, 5200.0]]"
37,37,2600,90,0,90,136438.7058,136452.7919,0.010324115,116822.7272,116802.6949,-0.017147601,253261.433,253255.4868,-0.002347853,FALSE,"[[2600.0, 2822.222222222222, 3044.4444444444443, 3266.666666666667, 3488.8888888888887, 3711.1111111111113, 3933.3333333333335, 4155.555555555556, 4377.777777777777, 4600.0, 2600.0, 2600.0, 2600.0, 3262.352104307712, 3925.1145937902447, 4600.0, 4600.0, 4600.0, 4600.0, 3588.3130759459805], [3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 5200.0, 6191.412886847893, 7200.0, 7200.0, 7200.0, 7200.0, 5200.0, 5834.164126393798, 6510.967486650774, 5200.0]]"
38,38,2600,90,0,90,136438.7058,136452.7919,0.010324115,116822.7272,116802.6949,-0.017147601,253261.433,253255.4868,-0.002347853,FALSE,"[[2600.0, 2822.222222222222, 3044.4444444444443, 3266.666666666667, 3488.8888888888887, 3711.1111111111113, 3933.3333333333335, 4155.555555555556, 4377.777777777777, 4600.0, 2600.0, 2600.0, 2600.0, 3262.352104307712, 3925.1145937902447, 4600.0, 4600.0, 4600.0, 4600.0, 3588.3130759459805], [3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 5200.0, 6191.412886847893, 7200.0, 7200.0, 7200.0, 7200.0, 5200.0, 5834.164126393798, 6510.967486650774, 5200.0]]"
39,39,3000,90,0,90,136766.0667,136798.4352,0.02366702,118383.8305,118337.1975,-0.039391392,255149.8973,255135.6327,-0.005590669,FALSE,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 3000.0, 3000.000000000008, 3000.0, 3645.021388683292, 4306.208803046015, 5000.0, 4999.999999999997, 5000.0, 5000.0, 3947.19961406946], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 6000.000000000005, 6963.52819589986, 8000.0, 7999.999999999998, 7999.999999999989, 8000.0, 6000.0, 6580.562756395242, 7233.228571554407, 6000.00000000001]]"
40,40,3000,90,0,90,136766.0667,136798.4352,0.02366702,118383.8305,118337.1975,-0.039391392,255149.8973,255135.6327,-0.005590669,FALSE,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 3000.0, 3000.000000000008, 3000.0, 3645.021388683292, 4306.208803046015, 5000.0, 4999.999999999997, 5000.0, 5000.0, 3947.19961406946], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 6000.000000000005, 6963.52819589986, 8000.0, 7999.999999999998, 7999.999999999989, 8000.0, 6000.0, 6580.562756395242, 7233.228571554407, 6000.00000000001]]"
41,41,3000,90,0,90,136766.0667,136798.4352,0.02366702,118383.8305,118337.1975,-0.039391392,255149.8973,255135.6327,-0.005590669,FALSE,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 3000.0, 3000.000000000008, 3000.0, 3645.021388683292, 4306.208803046015, 5000.0, 4999.999999999997, 5000.0, 5000.0, 3947.19961406946], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 6000.000000000005, 6963.52819589986, 8000.0, 7999.999999999998, 7999.999999999989, 8000.0, 6000.0, 6580.562756395242, 7233.228571554407, 6000.00000000001]]"
