,distance,variance of wind direction,flexible farm base power,flexible farm opt power,flexible_percent_gain,fixed farm base power,fixed farm opt power,fixed_percent_gain,total farm base power,total farm opt power,total_percent_gain,overlap_flag,optimal position
36,3000.0,60.0,126902.08179003524,137515.6703341523,8.363604752897338,124688.19715818092,124442.57164676495,-0.19699178993210456,251590.27894821618,261958.2419809172,4.120971237857334,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 2.4940277084592195e-13, 2.060316784359599e-13, 0.19126104080150355, 678.2120686711094, 1373.209497204526, 773.3373931560017, 1999.9996243728988, 1999.993800553745, 1206.9294264270548, 1999.9943325648192], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3825.5021107126745, 4999.99991893879, 3000.0007929198096, 5000.0, 5000.0, 3818.010301900182, 5000.0, 3860.3172991536335, 3000.0, 3000.0]]]"
37,3200.0,60.0,128721.19071144947,136987.69502285484,6.4220228741793965,125008.13935124496,124705.19099424643,-0.24234290548658927,253729.33006269444,261692.88601710126,3.138602838086986,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 2.407076090078022e-13, 0.058932859974932215, 1.9719999489354085e-13, 368.96563576203476, 700.8812414082273, 1012.0959418209619, 2000.0000000000002, 1383.3062683870621, 1786.6970304469685, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3200.0, 4544.057272326536, 5200.0, 3921.404819218344, 3200.0, 5200.0, 5200.0, 3200.0, 4356.391047318764, 3200.0]]]"
38,3400.0,60.0,128109.01141390091,137578.92842461995,7.392077189732711,125769.36444438537,125300.99415942768,-0.3724041121037914,253878.3758582863,262879.9225840476,3.545613798469355,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 2.0818995585505005e-13, 3.462584234539617e-13, 658.3115068520201, 2.8798645288396873e-13, 840.8221475893306, 1321.4901803397138, 968.7542566790424, 2000.0000000000002, 2000.0000000000002, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5400.0, 4243.530544396508, 5400.0, 3400.000000000001, 4223.3972586465225, 5399.999999999999, 3400.0, 3400.0, 4234.47671374352, 5400.0]]]"
39,3600.0,60.0,129832.89608743048,136683.114509434,5.276180866666131,125841.75571400335,125721.80516691235,-0.0953185581450416,255674.65180143382,262404.91967634636,2.6323563276579733,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 3.29555218016225e-13, 2.234421703232307e-13, 324.1257293722751, 627.254988672156, 604.2397056964023, 885.2475254075162, 1981.5492285965759, 1999.997614717113, 1999.9926066178853, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3600.0000000000005, 5600.0, 4358.599612148613, 3600.0000000000005, 4968.004899128159, 5600.0, 3600.0000000000005, 4842.944670369743, 4148.660972886501, 5600.0]]]"
40,3800.0,60.0,127786.0100926955,137741.22613953686,7.790536725905968,125756.69885746886,125646.51474911976,-0.08761688987557083,253542.70895016438,263387.7408886566,3.8829875957613575,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 2.3410274375621214e-13, 2.3581388182423354e-13, 607.0522658963521, 562.8811133296933, 577.4375151499601, 1259.4104953322021, 1195.265898851533, 2000.0000000000002, 2000.0, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3800.0000000000014, 5799.999999999995, 5800.0, 3800.0035339036, 4757.5132983694575, 5800.0, 3800.0, 5799.999999999998, 3800.0000000000005, 4758.068219528696]]]"
41,2000.0,75.0,125978.19449518103,136296.82000127246,8.190802819043528,119717.65516224763,118552.73291706183,-0.9730580202285366,245695.84965742865,254849.5529183343,3.7256238856572272,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 1.2246467991473532e-13, 1.224646799167068e-13, 1.2246467991473532e-13, 700.6258060101828, 1030.9287293217735, 874.0777251282682, 1374.7031669595856, 1695.29323617483, 2000.0000000000002, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4000.0, 2917.912656726703, 2000.0, 4000.0, 3444.6631304178263, 2000.0, 2909.590502787572, 2424.2555062958695, 2000.0, 4000.0]]]"
42,2200.0,75.0,130852.09418962745,135303.64994457376,3.4019751709095565,119419.96576886502,119721.83094879641,0.252776140059904,250272.05995849243,255025.4808933702,1.899301478425566,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 0.01697838149281995, 1.3489521250623485e-13, 438.8545390029899, 397.10384495309415, 972.1848699377258, 1139.3731768134635, 1275.4526762843018, 1372.4079053663208, 2000.0000000000002, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2200.0, 3589.190740458508, 2873.2244423307798, 4200.0, 2200.0, 2811.2778101744857, 3534.080384955265, 4200.0, 4200.0, 2200.0]]]"
43,2400.0,75.0,127318.77863545499,136974.3544252398,7.583779779596468,120508.86312508713,120321.10764826868,-0.15580221400276642,247827.64176054212,257295.46207350848,3.820324579497241,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 1.8519329000461307e-13, 1.4701132682287674e-13, 1.8743330696645994e-13, 582.0066421422612, 1248.2819598160827, 878.2385012081872, 1999.9865724324222, 1009.7122579624621, 2000.0000000000002, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4400.0, 3355.7008955095876, 2400.0, 4400.0, 4399.999999999999, 2915.60137024918, 3443.777411477242, 2400.0, 4399.999999999999, 2400.0]]]"
44,2600.0,75.0,124641.66572147077,137279.82848477858,10.139597132430465,121498.07555977494,120587.03709154525,-0.7498377764687073,246139.74128124572,257866.86557632385,4.764417250962497,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 1.5920408388915592e-13, 1.6301390688129876e-13, 560.8969363878329, 2000.0000000000002, 944.3401703285285, 3.0826489516670784e-13, 1221.2216205297816, 1986.2293482957682, 2000.0000000000002, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4600.0, 2600.0, 2600.0, 3927.3566895946938, 4600.0, 3720.802949002233, 2600.0, 2600.0, 4600.0, 3289.149889069366]]]"
45,2800.0,75.0,129031.67574195503,136684.37646819372,5.930869828849625,121066.35817513193,121401.60631165837,0.27691271264761824,250098.03391708698,258085.9827798521,3.193927092371019,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 1.7149793282794102e-13, 1.7145056397004183e-13, 696.9821247695438, 2.5334317444406917e-13, 820.1063288250422, 1130.0937660411541, 2000.0000000000002, 1999.9601801209858, 1972.2820793557669, 1996.3403310266847], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4800.0, 2800.0000000509294, 4800.0, 3559.166680519893, 3197.6096984953924, 4253.578374191155, 4800.0, 3920.5283898198654, 2800.0, 3307.771717402747]]]"
46,3000.0,75.0,126610.30868131218,136490.6407803654,7.803734310389179,121197.82052901923,120942.50432998184,-0.21066071809126288,247808.1292103314,257433.14511034722,3.8840597887918493,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 1.83727584681276e-13, 481.34169786205933, 2.869468580198611e-13, 423.93531770879474, 987.6760561059789, 974.0639560893075, 1477.3461809501819, 1497.528656638622, 2000.0000000000002, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3000.0, 3000.0, 5000.0, 4130.48160873377, 5000.0, 3000.0, 4149.269786230591, 3000.0, 5000.0, 3000.0]]]"
47,3200.0,75.0,130684.74979736545,135610.35007091836,3.769070439504489,122289.51938329401,122045.26703178024,-0.19973285752167252,252974.2691806595,257655.61710269863,1.8505233505372773,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 1.977472629147861e-13, 10.762611241594774, 396.41885667080373, 573.894474844824, 816.1768839531259, 1136.7984360290966, 1375.3864887146863, 1324.818044576671, 1999.9547840937778, 1999.9868473639863], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5199.999657402715, 3915.337542687569, 3200.0004529418243, 5200.0, 3862.350272988961, 4564.2524568269155, 5200.0, 3200.0, 3770.6668059703093, 5200.0]]]"
48,3400.0,75.0,131640.43418675972,136675.84687463753,3.825126162022536,122232.33007009012,122114.03917663926,-0.09677545489235913,253872.76425684986,258789.8860512768,1.936844942316123,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 3.430423403755034e-09, 2.082184982902689e-13, 7.958859629577236e-07, 862.8026498276588, 518.8680865251761, 1179.3560242124738, 1712.5629131207065, 1999.9999999999998, 1999.9999040275331, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3400.000000006517, 5399.99966112056, 4271.323166945897, 3400.0, 5229.855970087277, 4933.836403696141, 3858.5131497743982, 3400.0, 4649.182775397321, 5400.0]]]"
49,3600.0,75.0,129369.42228231797,137051.86655122854,5.938377194067898,122610.01181035404,122310.27991195465,-0.24445956245644745,251979.434092672,259362.1464631832,2.9298868763218264,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 2.841073886386899e-13, 2.229918274856371e-13, 3.6198342265463595e-13, 690.4984132027935, 718.5335339319745, 1396.4603724354313, 1087.7407444126054, 2000.0, 2000.0000000000002, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4622.067877881881, 5600.0, 3600.0000000000005, 4277.265403808294, 5600.0, 4987.870837757681, 3600.0000000000005, 5600.0, 4499.235811093832, 3600.0000000000005]]]"
50,3800.0,75.0,130025.32284465204,137222.81762615757,5.535456189641423,122709.76790724421,122430.66358269576,-0.2274507802503716,252735.09075189623,259653.4812088533,2.737407946152078,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 2.326828918379971e-13, 2.326828919890384e-13, 2.3268699721812155e-13, 965.8300881652995, 672.2541055851382, 584.7775984751866, 2000.0000000000002, 1360.7914038983195, 2000.0000000000002, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3800.0, 4654.301021763233, 5800.0, 5800.0, 3800.0, 4983.322840430655, 4867.947607078013, 3800.0, 3800.0, 5800.0]]]"
51,2000.0,90.0,127323.89094704551,135754.0163263539,6.621008293576675,118346.21924337008,118201.57599811543,-0.1222204191899108,245670.11019041558,253955.59232446935,3.3726048836921225,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 1.360749909312281e-13, 0.00017961198861253145, 52.63034476118973, 407.5346392297993, 754.1767366517715, 1330.1012972405645, 1119.8487338336183, 1999.2702308001146, 1999.9649031456506, 1999.9862680880244], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3193.7522661956796, 4000.0, 2000.0, 2691.617264361139, 3672.5291407189475, 3373.1551000833724, 2000.0000000105667, 2000.0775995400343, 4000.0, 2997.110061058188]]]"
52,2200.0,90.0,129500.51835954777,136228.32186398137,5.195194266137525,119352.95233199194,118741.75874331019,-0.5120892083018248,248853.47069153973,254970.08060729157,2.457916258412784,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 1.347133206009928e-13, 2.148840755273484e-13, 754.9531544935401, 529.9068354131994, 2.9969990880966807e-13, 1056.8102355803508, 1386.948318363686, 2000.0000000000002, 2000.0000000000002, 1999.9992505231169], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2922.5823190198084, 2200.0, 2545.0401569573287, 3549.770057091096, 4200.0, 4200.0, 2200.0, 2200.0, 4200.0, 3223.3443777647135]]]"
53,2400.0,90.0,129748.57336205903,136582.0474884632,5.266704634459129,119552.87188534903,119430.2377300398,-0.102577339527938,249301.4452474081,256012.28521850298,2.691857628195863,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 1.578865800701486e-13, 3.9285840709809246e-13, 478.51271691197377, 2.1248810481392575e-13, 989.5277037054353, 1008.4037586484379, 998.740016787216, 2000.0, 2000.0000000000002, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3163.170418025452, 4400.0, 3787.333659516819, 2400.0, 2400.0, 4400.0, 3262.1656078194487, 2400.0, 3385.1855135516394, 4400.0]]]"
54,2600.0,90.0,127736.75548848174,136328.7185652032,6.72630445627391,120121.44856179207,119722.80042374664,-0.33187090467058866,247858.2040502738,256051.51898894983,3.305646052778687,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 1.9322587214941277e-13, 4.096647269371074e-13, 0.007321105730115877, 639.9388729447353, 689.2095127440268, 1006.3243262778237, 1569.2284553112436, 2000.0000000000002, 2000.0000000000002, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4599.999999999999, 3568.2691167882026, 2600.0, 3875.750766806234, 2618.0236084799008, 4600.0, 2870.1626597265795, 3791.672883065237, 4600.0, 2600.0]]]"
55,2800.0,90.0,124158.80591172681,136590.25260137868,10.01253724886035,120686.4861399092,120360.85482774742,-0.2698158862495082,244845.292051636,256951.1074291261,4.944271248203979,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 2.8557743295818947e-13, 1.7145554291039733e-13, 307.892550067635, 653.9274979758952, 537.2230980655607, 785.8607322404429, 1999.9999999933634, 2000.0000000000002, 1999.1827574455956, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4800.0, 2800.0, 3930.7385178729915, 4800.0, 3363.6666762402106, 2800.0, 4155.502988951478, 4800.0, 2800.0, 3474.4867164855623]]]"
56,3000.0,90.0,123848.83320591113,136451.3023078007,10.17568658150918,121174.49123097844,120671.62329065478,-0.4149948848269653,245023.32443688958,257122.92559845548,4.938142599025251,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 5.243930774321795e-09, 8.488792286682372, 3.8601061898993053e-13, 637.267278539883, 5.651514826359135e-13, 1171.5978978673504, 1345.8167680429347, 1628.5514758670836, 2000.0000000000002, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4199.147848784634, 3000.0, 5000.0, 5000.0, 3533.4100131379478, 4111.38083962841, 4999.999999999999, 3473.9138160064285, 3000.0000000000005, 5000.0]]]"
57,3200.0,90.0,128210.35888482776,136483.34797165732,6.452668223369724,121122.23944953854,120957.83365024609,-0.13573543557287351,249332.5983343663,257441.18162190338,3.2521151833756976,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 4.159434701623959e-13, 3.527786180540549e-13, 829.3510927031658, 753.7040198666757, 669.0789616652077, 580.52893161563, 1263.4363120885387, 1999.9987808908024, 1999.9999999885404, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3200.000000000002, 5200.0, 3200.0, 3653.7846016172207, 4324.438047058805, 5200.0, 5199.999999999999, 3200.0, 4244.41838281909, 5199.999999999999]]]"
58,3400.0,90.0,126717.90451886535,136829.1634547201,7.979345124310688,121424.10435823475,121052.71478493253,-0.30586148875887087,248142.0088771001,257881.87823965264,3.925119090728608,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 3.2934939971381264e-13, 2.5975314137203096e-13, 1006.4708408600463, 354.6608342912535, 2.0818995606361233e-13, 1145.5804131285145, 2000.0000000000002, 2000.0000000000002, 2000.0000000000002, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5400.0, 4147.268050694142, 3400.0, 4989.125295184, 3400.0, 5400.0, 3400.0, 3956.53862747065, 4669.631154778873, 5400.0]]]"
59,3600.0,90.0,130429.1438006861,135723.64981647438,4.059296765666902,121282.44370796221,121082.92897784317,-0.16450421348654468,251711.5875086483,256806.57879431755,2.024138553213878,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 2.5811308771313125e-13, 2.3566875333933235e-13, 1.8455601340187409, 564.0480116267694, 944.5937175504255, 1043.69470187944, 1178.3918694526503, 1606.281306624244, 1999.999674381782, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5600.0, 3600.000000000001, 4622.252449170602, 3600.0000000000005, 5045.641021785912, 4139.598905460668, 5600.0, 3825.529930649466, 5595.616626175427, 3600.0000000000005]]]"
60,3800.0,90.0,129202.86358275032,136943.5255731017,5.991091664461249,121236.85150164102,121364.62080135988,0.10538817045832594,250439.7150843913,258308.14637446162,3.141846446925911,False,"[[[0.0, 222.22222222222223, 444.44444444444446, 666.6666666666667, 888.8888888888889, 1111.111111111111, 1333.3333333333335, 1555.5555555555557, 1777.7777777777778, 2000.0, 2.355637118084195e-13, 2.778362056766808e-13, 3.1694965703866803e-13, 547.2232612184597, 924.0615624653168, 1125.3326432861315, 1320.9617807055647, 2000.0, 2000.0000000000002, 2000.0000000000002], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3800.0, 4853.525462266877, 5800.0, 4318.7144235760725, 5799.984274726679, 3800.0, 5083.744942008853, 4682.740654139673, 3800.0, 5800.0]]]"
