,i,distance,angle,mean of wind direction,variance of wind direction,flexible farm base power,flexible farm opt power,flexible_percent_gain,fixed farm base power,fixed farm opt power,fixed_percent_gain,total farm base power,total farm opt power,total_percent_gain,overlap_flag,optimal position
96,54,3000,45,0,45.0,129485.81734627426,135761.55590847618,4.846660963199684,130891.20096212074,129301.95303994873,-1.2141747577302264,260377.01830839503,265063.50894842495,1.7998864379340738,False,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 5121.320343559642, 5121.320343559642, 5121.320343559642, 5121.320343559642, 5935.810012317103, 7077.845376815179, 6956.588688715692, 6336.116336155832, 7121.320343559642, 7121.320343455267], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 7121.320343413594, 5842.046748535021, 5121.320343559642, 6541.9818659518005, 5482.945583248533, 6398.316008665651, 7121.320343559642, 5808.668391093428, 5121.320343559642, 5779.666662023098]]"
97,55,3000,45,0,45.0,131577.89000651278,137905.20218816857,4.8087959013042365,130134.32454889572,129490.3419878285,-0.49485987905154655,261712.21455540851,267395.5441759971,2.1715950974024265,False,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 5121.321640889874, 5121.320343559675, 6075.876576127837, 5796.775827853322, 6725.641520353251, 5580.648222444083, 6596.532104553852, 5386.933570124549, 7121.320343559543, 7121.309511698897], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 5126.357711629336, 7121.320343559638, 7121.320343559609, 5121.325799393924, 5762.969249917151, 7121.3203435596, 7121.32034355723, 6103.171523422312, 5121.320343561363, 7121.319713869721]]"
98,56,3000,45,0,45.0,128155.74027853983,136031.48402741333,6.145447509222749,131488.19587209655,130480.9760478399,-0.7660153959648303,259643.93615063638,266512.46007525316,2.6453627326893927,False,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 5122.517805034591, 5121.320343559642, 5965.507555974746, 5550.090637334966, 7121.320343559642, 5823.865528742409, 7121.3203435596415, 7121.320343559642, 6304.705624592911, 7121.3203435596415], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 7109.601279276627, 5625.024797210466, 5121.3361003042155, 5968.63817184458, 5625.878074862574, 7121.3203435596415, 7121.3203435596415, 5121.320343559642, 6518.51822658759, 6233.995910626798]]"
99,57,2000,45,0,60.0,128627.6983717652,135252.83121746345,5.150626909726711,118987.81646540535,116800.04283538718,-1.838653481513586,247615.51483717054,252052.8740528506,1.7920360194707536,True,"[[2000.0, 2222.222222222222, 2444.4444444444443, 2666.666666666667, 2888.8888888888887, 3111.1111111111113, 3333.3333333333335, 3555.5555555555557, 3777.7777777777783, 4000.0, 3414.213562373095, 3431.6681772474085, 3557.9852589119128, 4182.792713386396, 3776.4469966398415, 4757.396970643177, 4771.75789260322, 5414.213562373096, 5414.213562373096, 5414.213562349151], [3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 5414.213562373095, 4814.5374598785365, 4197.027738023778, 5414.210275506525, 3511.389349338554, 3727.4525085276678, 4935.609708008355, 3414.2135623730946, 4370.938871001172, 5414.213562373095]]"
100,58,2000,45,0,60.0,128706.91381086539,135166.34256773975,5.018711556060214,118394.8909730442,119359.1667474552,0.814457251057009,247101.80478390955,254525.509315195,3.0043101214001546,True,"[[2000.0, 2222.222222222222, 2444.4444444444443, 2666.666666666667, 2888.8888888888887, 3111.1111111111113, 3333.3333333333335, 3555.5555555555557, 3777.7777777777783, 4000.0, 3414.213562373095, 3414.213562373095, 4240.588312260172, 4292.78717549091, 4211.314737032912, 5414.213562373096, 4897.9699016737595, 5414.213562373096, 5414.213562373096, 5414.213562373096], [3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 4564.1476729814485, 5414.213562373095, 5414.213562373095, 3414.2135623730946, 4399.499667404345, 5414.213562373095, 3414.2135623730946, 3414.2135623730946, 4133.0634512575625, 4805.769947426681]]"
101,59,2000,45,0,60.0,127715.76561103894,135677.01233707415,6.2335661442780355,118118.55225499139,118331.3350130174,0.18014338472982241,245834.31786603035,254008.34735009156,3.3250156263844803,True,"[[2000.0, 2222.222222222222, 2444.4444444444443, 2666.666666666667, 2888.8888888888887, 3111.1111111111113, 3333.3333333333335, 3555.5555555555557, 3777.7777777777783, 4000.0, 3414.248590056041, 3414.2135623730956, 3414.213562373096, 4593.3033851739065, 4660.979115894777, 5414.213562373093, 5414.213562373095, 4136.238934205579, 5414.213562373096, 5414.213562373096], [3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3844.7570391820514, 5414.213562373092, 4597.945927037615, 5414.213562373095, 3508.417590460795, 3992.422289595924, 5414.213562373095, 4831.308674917051, 3414.213562373095, 4702.264640765652]]"
102,60,2500,45,0,60.0,126186.02823070792,135701.56528152595,7.540880067498937,121098.45594714413,120049.93249612158,-0.865843782087697,247284.48417785205,255751.4977776475,3.423997113262397,True,"[[2500.0, 2722.222222222222, 2944.4444444444443, 3166.666666666667, 3388.8888888888887, 3611.1111111111113, 3833.3333333333335, 4055.5555555555557, 4277.777777777777, 4500.0, 4267.766952966369, 4302.995704005668, 4269.424022519615, 5321.370965396588, 5669.523330694096, 6267.730464548785, 4278.37732860479, 6267.730996591257, 4959.965630425773, 6267.766952966369], [3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 5066.879134454599, 4267.778539312294, 5758.461105370181, 5143.599192008382, 5560.839842598749, 4267.773815624625, 6267.750250420919, 6267.709805496619, 4559.759082903167, 5279.214782728921]]"
103,61,2500,45,0,60.0,127581.74451992502,135731.42999363737,6.387814733509602,121883.40753012338,120889.09994646901,-0.8157858430472826,249465.1520500484,256620.52994010638,2.8682875468804743,True,"[[2500.0, 2722.222222222222, 2944.4444444444443, 3166.666666666667, 3388.8888888888887, 3611.1111111111113, 3833.3333333333335, 4055.5555555555557, 4277.777777777777, 4500.0, 4267.766952966369, 4267.76695335198, 4267.770315888951, 5348.267248088369, 5038.244097759656, 5370.860153059983, 5437.072265052197, 6267.766520762392, 6267.766952966369, 6267.766952963666], [3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 5546.248909495884, 6267.766952966369, 4685.153088900393, 6267.766952966369, 4267.794577866186, 5585.348355582628, 4835.962321873967, 4267.766952966369, 6267.766952966369, 5031.913220226473]]"
104,62,2500,45,0,60.0,129355.93360218243,136152.15937661473,5.253895654553598,121591.56514396655,119846.77167697513,-1.4349625855424746,250947.49874614898,255998.93105358985,2.01294387578286,True,"[[2500.0, 2722.222222222222, 2944.4444444444443, 3166.666666666667, 3388.8888888888887, 3611.1111111111113, 3833.3333333333335, 4055.5555555555557, 4277.777777777777, 4500.0, 4269.046544675952, 4267.766952966369, 4267.766952966369, 4267.766952966369, 5569.690611814558, 5184.404156784327, 5517.39858983016, 5858.050388207799, 6267.766952966369, 6267.766952966369], [3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 4349.3636455157975, 5571.625222213554, 6267.766952966369, 4928.677161197167, 4267.766952966369, 6267.766952966369, 5668.96569818293, 5047.358217003488, 6267.766952422832, 4267.766952966369]]"
105,63,3000,45,0,60.0,130215.87282632022,136440.91348561522,4.780554416432671,123545.53715424935,122832.63384735309,-0.5770368750804687,253761.4099805696,259273.54733296833,2.172173205067234,False,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 5121.320343559642, 5121.320343559642, 5121.320343559642, 5489.444219694196, 6013.566851209049, 6109.732007128579, 7121.320343559642, 6659.670383302804, 7121.320343559642, 7121.320343559642], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 5840.871457285859, 5121.320343559642, 7121.320343559642, 6385.702958392492, 7121.3203435596415, 5121.320343559643, 7121.320343559642, 6329.006155673326, 5121.320343559642, 5810.629115857467]]"
106,64,3000,45,0,60.0,126346.00243403976,136169.39637711787,7.774993869083042,123493.22085418802,122599.30722808126,-0.7238564351335778,249839.22328822777,258768.70360519915,3.574090648957009,False,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 5121.320343559642, 5121.320343559642, 5121.320343559642, 6021.982079622338, 5121.320343559642, 6126.766482871739, 6630.678424129162, 7121.320343559642, 7121.319794170471, 7121.320343559642], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 5993.749350725848, 7121.3203435596415, 6696.548170119815, 5121.320343559643, 5121.320739558291, 6602.931194069748, 5725.783594853625, 7121.320343559642, 5121.320343559642, 6212.691246404563]]"
107,65,3000,45,0,60.0,129586.22851484113,137223.11714722324,5.8932872110769665,123686.11801190414,122469.4802340127,-0.9836494163187635,253272.3465267453,259692.59738123597,2.5349197978124716,False,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 5121.320343559643, 5121.320343559642, 5121.320343559642, 6211.076833776055, 5121.320343559642, 5789.5316858760925, 6454.916474470913, 7121.320343559642, 7121.320343559642, 7121.320343559642], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 6351.532869687424, 5121.320343559642, 7121.320343559642, 5121.320343559642, 5715.22810038023, 7121.3203435596415, 7121.3203435596415, 7121.320343559642, 5121.320343559642, 6039.894571324721]]"
108,66,2000,45,0,75.0,123838.0520093367,134680.95970558343,8.755715646616634,113456.16143012686,116387.42542214546,2.583609347495732,237294.21343946355,251068.3851277289,5.804680817376648,True,"[[2000.0, 2222.222222222222, 2444.4444444444443, 2666.666666666667, 2888.8888888888887, 3111.1111111111113, 3333.3333333333335, 3555.5555555555557, 3777.7777777777783, 4000.0, 3414.213562373095, 4430.411023101301, 3414.213562373095, 4178.606148782832, 3414.213562373095, 4580.0901823188115, 4893.702121049917, 5414.213562373096, 5414.213562373096, 5414.213562373096], [3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 4056.704785688717, 3414.2135623730946, 4798.293273732619, 4597.368339365417, 5414.213562373095, 5414.213562373095, 3838.911733010138, 4335.940476079066, 3414.2135623730946, 5414.213562373095]]"
109,67,2000,45,0,75.0,126599.97631498813,133453.98821552767,5.41391246668669,113228.3722100661,116341.5379647446,2.749457308193764,239828.3485250542,249795.52618027225,4.155963094653429,True,"[[2000.0, 2222.222222222222, 2444.4444444444443, 2666.666666666667, 2888.8888888888887, 3111.1111111111113, 3333.3333333333335, 3555.5555555555557, 3777.7777777777783, 4000.0, 3419.072299203711, 3414.213562373095, 3414.2141433751176, 4322.948446421207, 4957.265822313291, 3950.6692063846926, 4978.510457030694, 4987.9982356288565, 5414.213562373096, 5414.213562373096], [3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 4679.24941541236, 5414.213562373095, 3903.031622018951, 4541.114335525737, 3414.2135623730946, 5414.2128998106855, 5072.334880267309, 3917.328032723888, 5414.213562373095, 4297.522050681062]]"
110,68,2000,45,0,75.0,126496.22166636684,134131.24065711166,6.03576841281643,115060.07091225144,116750.36678676456,1.4690551301695207,241556.29257861828,250881.60744387622,3.8605141541584436,True,"[[2000.0, 2222.222222222222, 2444.4444444444443, 2666.666666666667, 2888.8888888888887, 3111.1111111111113, 3333.3333333333335, 3555.5555555555557, 3777.7777777777783, 4000.0, 3414.213562402866, 3414.213562373095, 4326.192242643854, 4536.983937755499, 3414.213562373095, 5414.213562373096, 4743.934998397776, 5076.460736155114, 5414.213562373096, 5414.208448209964], [3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 4232.543656745995, 5414.213562373095, 3852.713566823686, 5414.213562373095, 4851.009669342862, 5414.213562373095, 3414.2135623730946, 4187.768281958573, 3414.2135623730946, 4800.562156403885]]"
111,69,2500,45,0,75.0,130221.26557223871,135205.93001931696,3.8278421156282376,118777.14412578946,118350.97547597262,-0.35879684846228777,248998.4096980282,253556.90549528963,1.830732896161754,True,"[[2500.0, 2722.222222222222, 2944.4444444444443, 3166.666666666667, 3388.8888888888887, 3611.1111111111113, 3833.3333333333335, 4055.5555555555557, 4277.777777777777, 4500.0, 4267.766952966369, 4267.766952966369, 5411.768341371406, 4650.156979770039, 4849.035836605663, 5542.4094998171495, 5626.363706230828, 6267.766952966369, 6267.766952966369, 6267.766952966369], [3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 6267.766952966369, 4952.892874970657, 6267.766952966369, 5780.271994848451, 4267.766952966369, 4926.168710654398, 4267.766952966369, 6267.766952966369, 5518.969998672725, 4267.7687619278095]]"
112,70,2500,45,0,75.0,128889.0322808418,135937.26236162556,5.468448289243162,118387.34737814126,117254.59708827692,-0.956817020526884,247276.37965898303,253191.85944990246,2.392254286105864,True,"[[2500.0, 2722.222222222222, 2944.4444444444443, 3166.666666666667, 3388.8888888888887, 3611.1111111111113, 3833.3333333333335, 4055.5555555555557, 4277.777777777777, 4500.0, 4267.76695309903, 4267.772145411837, 4312.4344620358315, 5132.221127295368, 5388.885997928884, 4274.488538035194, 5771.941341061243, 6267.766952966368, 6267.766952966369, 6267.766952966368], [3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 5604.413558001601, 6267.766952966369, 4325.534885119347, 4683.015279917963, 6267.304880476103, 5022.294133323611, 4393.445478041586, 4267.766952966369, 6267.766952966368, 5341.604960293221]]"
113,71,2500,45,0,75.0,128905.52397878158,135720.37295055544,5.286700493064681,117382.83677408565,117394.72314810223,0.010126160129746976,246288.36075286721,253115.0960986577,2.771846515573111,True,"[[2500.0, 2722.222222222222, 2944.4444444444443, 3166.666666666667, 3388.8888888888887, 3611.1111111111113, 3833.3333333333335, 4055.5555555555557, 4277.777777777777, 4500.0, 4268.222307583025, 4267.766952966369, 4670.840705244919, 4267.825592129215, 5430.829535615198, 5525.622818215888, 6267.766952966365, 6267.766952966367, 5086.453252498531, 6267.766952966369], [3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 4303.597884450888, 5584.666311485952, 4843.0882556183205, 6267.766952966368, 4267.766952966371, 6267.766952966369, 5138.376567031557, 4267.766952966369, 5443.375890521333, 6267.766952966369]]"
114,72,3000,45,0,75.0,126104.53591260132,136038.31325589426,7.8774147744992264,120779.76350892364,119785.90704708139,-0.8228667062829806,246884.29942152495,255824.22030297565,3.62109737330314,False,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 5121.320598105818, 5121.320343559643, 7121.3203435596415, 5121.320343559642, 5435.693227103791, 6248.099774101285, 7121.320343559642, 6031.477741344832, 7121.3203435596415, 7121.320343559642], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 5793.660003879715, 7121.320343009189, 7121.320343559642, 5121.320343559642, 6627.280517195632, 7121.320343559642, 6352.133047421439, 5662.8088871367945, 5121.320343559648, 5643.270724120524]]"
115,73,3000,45,0,75.0,128696.17987645096,136549.44593227972,6.1021749545075386,120616.68919571127,119385.24026178,-1.0209606499255972,249312.86907216223,255934.68619405976,2.6560270019518666,False,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 5121.320343559642, 5121.320343559642, 5121.320343559642, 5867.325761064927, 6367.958817809311, 5814.37403748445, 7121.320343559642, 6497.646662097239, 7121.320343559642, 7121.320343559642], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 5121.320343559642, 7121.320343559642, 6046.110183392733, 6670.812583011144, 7121.320343559642, 5121.320343559642, 7121.320343559642, 5121.320343559642, 5121.320343559642, 6070.778264156283]]"
116,74,3000,45,0,75.0,123381.87756301071,135792.8886435119,10.059022707093202,120619.30649170704,119410.24633785822,-1.0023769734838868,244001.18405471774,255203.1349813701,4.590941216146022,False,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 6462.696217103521, 5931.700271542095, 6850.043829222641, 5121.3203447157, 5808.769628890843, 6103.806353890701, 5121.320345863168, 7121.320343559294, 5121.32034373321, 7096.891634995338], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 5750.168390921008, 6235.550124850098, 6702.816768711766, 5121.320351619832, 7121.318105778334, 5121.320343572715, 5785.6111904506815, 7092.2801230730565, 7121.320330178957, 5121.320343564468]]"
117,75,2000,45,0,90.0,126778.71122933255,133976.23457905793,5.677233409247736,114389.760189129,115589.47209666873,1.0487930961269287,241168.47141846156,249565.70667572663,3.481895957575099,True,"[[2000.0, 2222.222222222222, 2444.4444444444443, 2666.666666666667, 2888.8888888888887, 3111.1111111111113, 3333.3333333333335, 3555.5555555555557, 3777.7777777777783, 4000.0, 3414.213562373095, 3414.2135623944514, 3414.213562373095, 4091.074490006664, 4540.213586479565, 4543.068735668441, 5414.213562373096, 5414.213562365045, 4922.216516941446, 5414.213562373096], [3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 5414.213562373095, 4737.848571783279, 4000.125329860354, 4914.622100762648, 3414.2135623730946, 5414.213562373095, 3414.2135623730946, 5414.213556794967, 4425.234943589115, 4194.623019992559]]"
118,76,2000,45,0,90.0,126499.6317165993,134265.5157276103,6.139056616709472,113184.81656455218,116368.89971232133,2.813171628858178,239684.44828115148,250634.41543993165,4.5684929653574295,True,"[[2000.0, 2222.222222222222, 2444.4444444444443, 2666.666666666667, 2888.8888888888887, 3111.1111111111113, 3333.3333333333335, 3555.5555555555557, 3777.7777777777783, 4000.0, 3414.213562373095, 3414.213562373095, 3414.213562373095, 5414.203183593567, 4333.322691134519, 4525.437641303194, 5414.213562373096, 5414.213562373096, 5414.186780983864, 5414.213562373096], [3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 5414.213562373094, 4065.577990241395, 4724.327884146433, 3807.273874057903, 5414.213562373095, 3895.079009513024, 5414.213562373095, 4861.100117913964, 4327.785304289768, 3414.2135623730946]]"
119,77,2000,45,0,90.0,123893.96031162699,134530.7836612234,8.585425248205729,114611.62316052847,114510.7729835711,-0.08799297503719092,238505.58347215544,249041.5566447945,4.417495397489968,True,"[[2000.0, 2222.222222222222, 2444.4444444444443, 2666.666666666667, 2888.8888888888887, 3111.1111111111113, 3333.3333333333335, 3555.5555555555557, 3777.7777777777783, 4000.0, 3414.213562373095, 3459.547780985542, 3414.213562373095, 3422.140839404354, 4122.983589371761, 4773.499313679551, 4703.262560903135, 5414.213562373096, 5414.213562373096, 5414.213562373096], [3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 4855.297218732288, 3686.552956959101, 5414.213562373095, 4273.298386570839, 5414.213562373095, 5414.213562373095, 3414.213571077008, 5414.213562373095, 3414.2135623730946, 4323.269733966845]]"
120,78,2500,45,0,90.0,128983.67910244974,135419.7074253883,4.989800545095733,116375.51539548766,117038.47631373706,0.569673883717217,245359.1944979374,252458.18373912538,2.893304754979403,True,"[[2500.0, 2722.222222222222, 2944.4444444444443, 3166.666666666667, 3388.8888888888887, 3611.1111111111113, 3833.3333333333335, 4055.5555555555557, 4277.777777777777, 4500.0, 4267.766952966369, 5040.6930875856, 4267.766952966369, 5493.601547993814, 4267.766952966369, 6267.766952966369, 5209.754800340047, 6267.766952966369, 6267.766952966369, 6267.766952966369], [3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 4472.615595467871, 4706.550213251889, 5474.5014076154675, 4267.766952966369, 6267.766952966369, 4944.272969533684, 6267.766952966369, 6267.766952966369, 4267.766952966369, 5603.2754343606475]]"
121,79,2500,45,0,90.0,128708.35817099786,134911.34191879482,4.81941020454621,117550.7402398883,116507.45748211449,-0.887516961309437,246259.0984108862,251418.7994009093,2.0952326323448562,True,"[[2500.0, 2722.222222222222, 2944.4444444444443, 3166.666666666667, 3388.8888888888887, 3611.1111111111113, 3833.3333333333335, 4055.5555555555557, 4277.777777777777, 4500.0, 4267.766952968292, 4267.766952966369, 4267.766952966369, 5211.789910836382, 5288.906537997702, 4917.327077991554, 5681.730866635325, 6267.766952966369, 6267.766952966369, 6267.766952966369], [3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 4336.868433859535, 5511.856835687107, 6267.766952966369, 5880.772472081611, 4267.766952966369, 4700.838525896226, 5078.486660174032, 4267.766952966369, 6267.766952966369, 5413.6642643621]]"
122,80,2500,45,0,90.0,126404.29154108625,136071.44054228812,7.647801260022633,116986.26673755558,116625.60471184352,-0.3082943287019778,243390.55827864178,252697.04525413166,3.8236844688262313,True,"[[2500.0, 2722.222222222222, 2944.4444444444443, 3166.666666666667, 3388.8888888888887, 3611.1111111111113, 3833.3333333333335, 4055.5555555555557, 4277.777777777777, 4500.0, 4278.6971537012305, 4267.766952966369, 5298.147827558314, 4267.766952966369, 5374.800687273794, 4267.766952966369, 6267.766952966369, 6267.766952966369, 6267.766952966369, 6267.766952966369], [3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 4292.52322766584, 4955.675475125536, 6267.766952966369, 6267.766952966369, 4267.766952966369, 5600.134106303134, 6267.766952966369, 4267.766952966369, 4918.287964195848, 5566.661481563593]]"
123,81,3000,45,0,90.0,125619.41398845096,135300.5400962149,7.706711725827667,119695.8468262723,118129.1947346254,-1.3088608612467194,245315.26081472327,253429.73483084026,3.3077738372931984,False,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 5121.320343559642, 5121.320343559642, 5660.330949297993, 5856.369215074856, 6665.280395136397, 6680.168329310337, 7121.320343559642, 5121.320343559642, 6200.346748802403, 7121.320342036574], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 5121.320365333835, 7119.357108753916, 5121.320353199231, 7121.320339923444, 5121.320346865605, 7120.749184104055, 6532.05711962444, 6292.909327730297, 5121.320357127284, 5121.320343559642]]"
124,82,3000,45,0,90.0,128182.46905966371,136494.98189667676,6.484906163840486,119749.20870322277,118632.4394238736,-0.9325901118201861,247931.67776288648,255127.42132055035,2.902309064574489,False,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 5121.3203439638, 5121.32034372758, 5121.320343559945, 5121.320343559642, 5769.262073401404, 6245.7934849753165, 7121.320343559642, 6436.279743493433, 7121.320343559642, 7121.320343558595], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 5692.553970508872, 7121.320343559642, 6368.06927279599, 5121.320343631411, 7121.320343559642, 5121.32034358764, 6027.595735598974, 7121.320343559642, 5121.3203435609075, 7121.320343559642]]"
125,83,3000,45,0,90.0,124440.82576890988,136079.8670847191,9.353073032015427,120089.03304926826,118929.7606690897,-0.9653440874180019,244529.8588181781,255009.62775380877,4.285680687945347,False,"[[3000.0, 3222.222222222222, 3444.4444444444443, 3666.666666666667, 3888.8888888888887, 4111.111111111111, 4333.333333333334, 4555.555555555556, 4777.777777777777, 5000.0, 5121.320343559642, 5121.320343559642, 5648.049247193716, 5121.320343559642, 6006.245668492752, 6136.636704577028, 6537.102642655002, 7121.320343559642, 7121.320343559642, 7121.320343559642], [4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 5885.085904025758, 5121.320343559642, 6515.629618524306, 7121.320343559642, 5121.320343559642, 7121.320343559642, 5632.399244232155, 5121.320343559642, 6172.882213466627, 7121.320343559642]]"
126,42,2000,90,0,0.0,148095.92851898537,116187.1435799367,-21.546024430346222,109899.23476709552,117513.33917360977,6.9282597123178125,257995.16328608087,233700.4827535465,-9.416719376864807,False,"[[2000.0, 2222.222222222222, 2444.4444444444443, 2666.666666666667, 2888.8888888888887, 3111.1111111111113, 3333.3333333333335, 3555.5555555555557, 3777.777777777778, 4000.0, 2000.0000000000002, 2000.0000000000002, 2000.0000000405937, 2447.3588411116516, 2637.1414315152324, 3001.863207840973, 3324.4250694649013, 4000.0, 4000.0, 4000.0], [3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 5067.927756324062, 6000.0, 4000.0, 4433.867277530483, 6000.0, 4983.6816715853765, 6000.0, 4963.836697338602, 6000.0, 4000.0]]"
127,43,2000,90,0,0.0,148140.36478932473,122613.48756771757,-17.231547429972757,107349.7958726943,115917.00971298669,7.980652194674141,255490.16066201907,238530.49728070432,-6.638088659606043,False,"[[2000.0, 2222.222222222222, 2444.4444444444443, 2666.666666666667, 2888.8888888888887, 3111.1111111111113, 3333.3333333333335, 3555.5555555555557, 3777.777777777778, 4000.0, 2000.0000000000002, 2000.0000000000002, 2000.0000000000002, 2600.006518027365, 2846.188863332177, 3404.925142524447, 3564.4331990618953, 3299.6628997, 3999.8900448715867, 4000.0], [3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 3000.0, 6000.0, 4000.0000000052623, 4980.445590809487, 6000.0, 4374.255382972835, 5236.413416203015, 4000.0, 5999.841606436728, 5999.821605135612, 4771.801236821924]]"
